Date,Open,High,Low,Close,Adj Close,Volume
2019-03-04,3015.943115,3090.795898,3006.941895,3027.575928,3027.575928,525600
2019-03-05,3019.879883,3054.961914,3009.447998,3054.247070,3054.247070,424100
2019-03-06,3060.433105,3103.824951,3050.111084,3102.099121,3102.099121,555000
2019-03-07,3103.667969,3129.939941,3074.978027,3106.417969,3106.417969,583800
2019-03-08,3038.335938,3075.045898,2969.582031,2969.861084,2969.861084,577900
2019-03-11,2969.080078,3028.253906,2963.583008,3026.992920,3026.992920,426200
2019-03-12,3049.083984,3093.391113,3029.899902,3060.306885,3060.306885,511200
2019-03-13,3062.326904,3065.288086,3013.931885,3026.950928,3026.950928,453200
2019-03-14,3013.596924,3041.156006,2968.823975,2990.685059,2990.685059,373100
2019-03-15,3000.878906,3048.121094,2999.431885,3021.750977,3021.750977,341200
2019-03-18,3027.801025,3096.417969,3009.507080,3096.417969,3096.417969,397800
2019-03-19,3099.896973,3113.433105,3076.363037,3090.975098,3090.975098,350900
2019-03-20,3084.169922,3102.520020,3053.451904,3090.639893,3090.639893,358600
2019-03-21,3094.125000,3125.019043,3086.850098,3101.455078,3101.455078,414300
2019-03-22,3100.726074,3107.274902,3064.884033,3104.148926,3104.148926,364800
2019-03-25,3058.802002,3086.996094,3041.949951,3043.031006,3043.031006,380300
2019-03-26,3057.559082,3062.689941,2988.490967,2997.094971,2997.094971,353500
2019-03-27,3012.257080,3022.761963,2987.771973,3022.719971,3022.719971,291400
2019-03-28,3009.799072,3025.779053,2991.779053,2994.943115,2994.943115,288100
2019-03-29,3000.677979,3093.032959,2999.987061,3090.758057,3090.758057,375100
2019-04-01,3111.662109,3176.622070,3111.662109,3170.361084,3170.361084,466100
2019-04-02,3183.273926,3193.271973,3164.906982,3176.822998,3176.822998,447100
2019-04-03,3159.146973,3219.256104,3152.332031,3216.294922,3216.294922,430500
2019-04-04,3233.688965,3254.139893,3216.854980,3246.571045,3246.571045,469100
2019-04-08,3271.271973,3288.452881,3210.514893,3244.810059,3244.810059,504500
2019-04-09,3240.394043,3251.645996,3215.705078,3239.664063,3239.664063,364200
2019-04-10,3224.645020,3264.778076,3204.878906,3241.929932,3241.929932,380100
2019-04-11,3241.547119,3254.125977,3185.545898,3189.961914,3189.961914,353000
2019-04-12,3184.860107,3199.278076,3168.041992,3188.625977,3188.625977,289800
2019-04-15,3233.458008,3253.976074,3177.270020,3177.787109,3177.787109,348800
2019-04-16,3164.396973,3253.597900,3153.206055,3253.597900,3253.597900,357900
2019-04-17,3250.152100,3275.333984,3239.804932,3263.117920,3263.117920,357500
2019-04-18,3261.073975,3271.387939,3241.825928,3250.200928,3250.200928,325500
2019-04-19,3250.145020,3274.334961,3226.812012,3270.797119,3270.797119,305700
2019-04-22,3278.490967,3279.489014,3206.877930,3215.042969,3215.042969,353200
2019-04-23,3211.872070,3231.582031,3186.757080,3198.593994,3198.593994,328400
2019-04-24,3203.559082,3210.650879,3156.606934,3201.614014,3201.614014,274900
2019-04-25,3190.584961,3193.749023,3123.025879,3123.825928,3123.825928,325900
2019-04-26,3108.164063,3129.212891,3085.804932,3086.398926,3086.398926,280900
2019-05-06,2984.727051,2986.540039,2876.468994,2906.464111,2906.464111,327000
2019-05-07,2914.291016,2937.282959,2889.072998,2926.391113,2926.391113,253300
2019-05-08,2873.143066,2929.430908,2866.704102,2893.757080,2893.757080,231500
2019-05-09,2871.197021,2888.860107,2845.037109,2850.954102,2850.954102,200000
2019-05-10,2878.233887,2941.454102,2838.385010,2939.210938,2939.210938,282300
2019-05-13,2905.066895,2921.409912,2892.175049,2903.712891,2903.712891,212000
2019-05-14,2872.833984,2909.204102,2872.833984,2883.611084,2883.611084,208300
2019-05-15,2902.642090,2945.395020,2902.642090,2938.677979,2938.677979,230500
2019-05-16,2933.495117,2956.170898,2929.064941,2955.710938,2955.710938,248400
2019-05-17,2955.767090,2956.782959,2873.800049,2882.295898,2882.295898,266300
2019-05-20,2874.801025,2882.628906,2838.452881,2870.604980,2870.604980,209500
2019-05-21,2867.707031,2919.237061,2862.495117,2905.968994,2905.968994,211400
2019-05-22,2905.523926,2912.395020,2879.644043,2891.705078,2891.705078,200000
2019-05-23,2880.843018,2885.138916,2846.956055,2852.514893,2852.514893,197300
2019-05-24,2847.835938,2871.855957,2846.021973,2852.995117,2852.995117,167200
2019-05-27,2851.281006,2898.128906,2833.035889,2892.377930,2892.377930,196700
2019-05-28,2890.266113,2924.040039,2887.083984,2909.910889,2909.910889,223300
2019-05-29,2894.830078,2934.977051,2890.665039,2914.696045,2914.696045,199000
2019-05-30,2903.425049,2907.845947,2881.379883,2905.804932,2905.804932,205800
2019-05-31,2904.498047,2922.907959,2895.577881,2898.696045,2898.696045,195200
2019-06-03,2901.741943,2920.829102,2875.902100,2890.081055,2890.081055,215900
2019-06-04,2887.641113,2888.385986,2851.972900,2862.280029,2862.280029,188500
2019-06-05,2882.937012,2888.768066,2858.572021,2861.417969,2861.417969,181600
2019-06-06,2862.333008,2862.333008,2822.185059,2827.798096,2827.798096,177100
2019-06-10,2833.014893,2861.131104,2824.354980,2852.129883,2852.129883,166600
2019-06-11,2854.070068,2927.429932,2854.070068,2925.716064,2925.716064,260500
2019-06-12,2917.224121,2924.701904,2903.883057,2909.379883,2909.379883,240300
2019-06-13,2905.288086,2918.423096,2885.923096,2910.740967,2910.740967,213000
2019-06-14,2912.999023,2924.320068,2879.656982,2881.974121,2881.974121,215400
2019-06-17,2880.423096,2902.480957,2877.394043,2887.622070,2887.622070,154000
2019-06-18,2891.092041,2898.330078,2874.312988,2890.157959,2890.157959,147700
2019-06-19,2944.114990,2953.335938,2916.215088,2917.802979,2917.802979,230800
2019-06-20,2917.331055,2997.388916,2915.090088,2987.118896,2987.118896,291000
2019-06-21,2990.368896,3010.349121,2989.245117,3001.979980,3001.979980,287000
2019-06-24,3004.289063,3012.825928,2994.422119,3008.147949,3008.147949,210500
2019-06-25,3004.909912,3004.909912,2948.990967,2982.073975,2982.073975,243700
2019-06-26,2964.614990,2986.914063,2958.462891,2976.283936,2976.283936,174400
2019-06-27,2982.613037,3011.538086,2981.044922,2996.792969,2996.792969,195400
2019-06-28,2992.242920,2992.242920,2961.222900,2978.877930,2978.877930,181400
2019-07-01,3024.624023,3045.366943,3014.687012,3044.903076,3044.903076,243300
2019-07-02,3042.580078,3048.483887,3033.781006,3043.943115,3043.943115,208100
2019-07-03,3031.832031,3031.832031,3006.324951,3015.262939,3015.262939,205900
2019-07-04,3015.678955,3024.501953,2991.907959,3005.249023,3005.249023,188600
2019-07-05,3004.738037,3014.846924,2990.925049,3011.059082,3011.059082,152100
2019-07-08,2997.806885,2997.806885,2918.716064,2933.363037,2933.363037,205200
2019-07-09,2928.819092,2937.761963,2912.805908,2928.229980,2928.229980,140700
2019-07-10,2935.186035,2936.751953,2908.162109,2915.302002,2915.302002,131400
2019-07-11,2928.054932,2945.802002,2907.885010,2917.760986,2917.760986,139400
2019-07-12,2915.340088,2938.530029,2905.810059,2930.550049,2930.550049,133700
2019-07-15,2921.550049,2955.000000,2886.699951,2942.189941,2942.189941,162600
2019-07-16,2938.639893,2944.820068,2931.290039,2937.620117,2937.620117,127800
2019-07-17,2933.020020,2942.070068,2924.459961,2931.689941,2931.689941,145100
2019-07-18,2921.739990,2921.739990,2901.179932,2901.179932,2901.179932,145400
