Date,Open,High,Low,Close,Adj Close,Volume
2019-03-04,1285.500000,1287.000000,1281.900024,1284.800049,1284.800049,110
2019-03-05,1287.000000,1287.000000,1282.000000,1282.000000,1282.000000,28
2019-03-06,1287.099976,1287.099976,1282.599976,1284.900024,1284.900024,114
2019-03-07,1281.000000,1284.599976,1281.000000,1283.800049,1283.800049,14
2019-03-08,1292.099976,1297.400024,1291.599976,1297.000000,1297.000000,11
2019-03-10,1298.199951,1298.500000,1296.500000,1297.599976,1297.599976,263139
2019-03-11,1291.000000,1291.000000,1288.800049,1288.800049,1288.800049,10
2019-03-12,1294.699951,1296.300049,1294.699951,1296.300049,1296.300049,9
2019-03-13,1307.500000,1307.500000,1307.500000,1307.500000,1307.500000,1
2019-03-14,1293.400024,1293.400024,1293.400024,1293.400024,1293.400024,0
2019-03-15,1300.900024,1304.699951,1300.500000,1301.800049,1301.800049,1
2019-03-17,1302.000000,1302.500000,1300.699951,1300.800049,1300.800049,160003
2019-03-18,1297.300049,1302.199951,1297.300049,1300.300049,1300.300049,26
2019-03-19,1306.900024,1306.900024,1304.800049,1305.000000,1305.000000,8
2019-03-20,1300.699951,1300.699951,1300.500000,1300.500000,1300.500000,20
2019-03-21,1306.099976,1306.099976,1306.099976,1306.099976,1306.099976,2
2019-03-22,1311.599976,1311.599976,1311.599976,1311.599976,1311.599976,0
2019-03-24,1313.300049,1313.900024,1311.300049,1311.900024,1311.900024,340770
2019-03-25,1320.699951,1322.900024,1320.699951,1321.900024,1321.900024,0
2019-03-26,1315.599976,1315.599976,1314.300049,1314.300049,1314.300049,19
2019-03-27,1309.900024,1309.900024,1309.900024,1309.900024,1309.900024,1
2019-03-28,1308.400024,1311.099976,1287.699951,1289.800049,1289.800049,206263
2019-03-29,1289.599976,1298.500000,1286.099976,1293.000000,1293.000000,87798
2019-03-31,1297.199951,1297.900024,1290.400024,1296.699951,1296.699951,285651
2019-04-01,1291.800049,1295.900024,1285.699951,1288.400024,1288.400024,1265
2019-04-02,1286.300049,1290.900024,1284.500000,1290.000000,1290.000000,675
2019-04-03,1291.400024,1293.099976,1287.500000,1289.900024,1289.900024,525
2019-04-04,1290.599976,1292.599976,1279.500000,1289.000000,1289.000000,172
2019-04-05,1292.000000,1292.000000,1283.599976,1290.400024,1290.400024,269
2019-04-07,1295.800049,1298.400024,1295.500000,1295.599976,1295.599976,361298
2019-04-08,1292.199951,1302.099976,1291.800049,1297.099976,1297.099976,181
2019-04-09,1298.500000,1304.900024,1298.500000,1303.500000,1303.500000,63
2019-04-10,1304.000000,1309.099976,1301.500000,1309.099976,1309.099976,30
2019-04-11,1307.000000,1307.099976,1288.599976,1288.599976,1288.599976,66
2019-04-12,1293.400024,1293.400024,1289.199951,1290.599976,1290.599976,420
2019-04-14,1294.000000,1295.199951,1292.300049,1292.599976,1292.599976,213728
2019-04-15,1284.800049,1287.300049,1282.300049,1286.800049,1286.800049,607
2019-04-16,1285.199951,1285.199951,1272.199951,1272.599976,1272.599976,523
2019-04-17,1273.500000,1273.500000,1271.599976,1272.199951,1272.199951,643
2019-04-18,1270.800049,1273.599976,1270.099976,1271.900024,1271.900024,308
2019-04-21,1278.000000,1279.000000,1277.500000,1279.000000,1279.000000,189509
2019-04-22,1273.500000,1273.500000,1273.500000,1273.500000,1273.500000,27
2019-04-23,1266.400024,1269.800049,1266.000000,1269.300049,1269.300049,147
2019-04-24,1268.400024,1275.500000,1267.800049,1275.500000,1275.500000,206
2019-04-25,1280.599976,1280.800049,1275.800049,1275.800049,1275.800049,518
2019-04-26,1284.900024,1284.900024,1284.900024,1284.900024,1284.900024,95
2019-04-28,1289.000000,1289.099976,1287.900024,1288.199951,1288.199951,180542
2019-04-29,1284.800049,1284.900024,1277.099976,1278.599976,1278.599976,804
2019-04-30,1281.699951,1283.300049,1280.800049,1282.800049,1282.800049,568
2019-05-01,1278.699951,1283.300049,1278.699951,1281.400024,1281.400024,114
2019-05-02,1269.199951,1270.800049,1266.599976,1269.699951,1269.699951,70
2019-05-03,1270.099976,1279.199951,1270.099976,1279.199951,1279.199951,63
2019-05-05,1281.800049,1287.400024,1281.800049,1285.000000,1285.000000,1093051
2019-05-06,1282.199951,1282.199951,1280.300049,1281.699951,1281.699951,15
2019-05-07,1280.500000,1283.500000,1280.500000,1283.500000,1283.500000,12
2019-05-08,1279.400024,1279.400024,1279.400024,1279.400024,1279.400024,8
2019-05-09,1278.900024,1285.000000,1278.800049,1283.500000,1283.500000,5
2019-05-10,1285.400024,1286.500000,1283.300049,1285.699951,1285.699951,38
2019-05-12,1288.300049,1288.900024,1287.300049,1288.300049,1288.300049,283662
2019-05-13,1286.699951,1300.099976,1281.800049,1300.099976,1300.099976,6
2019-05-14,1297.800049,1297.800049,1294.699951,1294.699951,1294.699951,56
2019-05-15,1296.900024,1296.900024,1296.000000,1296.300049,1296.300049,6
2019-05-16,1285.199951,1285.400024,1285.000000,1285.000000,1285.000000,55
2019-05-17,1280.000000,1280.000000,1274.500000,1274.500000,1274.500000,3
2019-05-19,1277.599976,1278.699951,1276.900024,1277.099976,1277.099976,233795
2019-05-20,1276.099976,1276.099976,1276.099976,1276.099976,1276.099976,1
2019-05-21,1272.000000,1272.000000,1272.000000,1272.000000,1272.000000,20
2019-05-22,1273.599976,1273.599976,1273.599976,1273.599976,1273.599976,0
2019-05-23,1284.800049,1284.800049,1284.800049,1284.800049,1284.800049,0
2019-05-24,1283.000000,1283.000000,1283.000000,1283.000000,1283.000000,0
2019-05-26,1283.500000,1286.000000,1283.500000,1284.099976,1284.099976,145935
2019-05-28,1276.500000,1276.500000,1276.500000,1276.500000,1276.500000,9
2019-05-29,1280.599976,1280.599976,1280.599976,1280.599976,1280.599976,0
2019-05-30,1279.400024,1288.300049,1273.900024,1287.099976,1287.099976,189694
2019-05-31,1287.699951,1306.400024,1287.500000,1305.800049,1305.800049,55573
2019-06-02,1312.500000,1313.800049,1307.000000,1313.699951,1313.699951,537739
2019-06-03,1307.000000,1327.800049,1307.000000,1322.699951,1322.699951,2814
2019-06-04,1324.300049,1328.599976,1320.800049,1323.400024,1323.400024,812
2019-06-05,1328.900024,1343.300049,1326.300049,1328.300049,1328.300049,302
2019-06-06,1330.800049,1338.699951,1326.199951,1337.599976,1337.599976,622
2019-06-07,1333.099976,1347.699951,1329.800049,1341.199951,1341.199951,161
2019-06-09,1341.199951,1341.199951,1337.400024,1339.500000,1339.500000,824646
2019-06-10,1335.800049,1336.500000,1324.099976,1324.699951,1324.699951,240
2019-06-11,1328.400024,1328.400024,1319.099976,1326.400024,1326.400024,268
2019-06-12,1326.900024,1334.500000,1326.900024,1331.900024,1331.900024,201
2019-06-13,1331.599976,1341.099976,1331.599976,1339.199951,1339.199951,139
2019-06-14,1345.400024,1355.400024,1339.300049,1340.099976,1340.099976,157
2019-06-16,1345.500000,1346.199951,1342.400024,1342.500000,1342.500000,258988
2019-06-17,1339.000000,1340.300049,1335.000000,1338.699951,1338.699951,914
2019-06-18,1349.300049,1349.300049,1341.599976,1346.599976,1346.599976,76
2019-06-19,1344.000000,1344.599976,1344.000000,1344.599976,1344.599976,29
2019-06-20,1381.500000,1392.900024,1379.500000,1392.900024,1392.900024,129
2019-06-21,1406.000000,1406.000000,1390.300049,1396.199951,1396.199951,76
2019-06-23,1409.900024,1410.400024,1405.199951,1409.500000,1409.500000,1241950
2019-06-24,1406.000000,1420.599976,1402.099976,1414.300049,1414.300049,35
2019-06-25,1418.099976,1433.300049,1414.900024,1414.900024,1414.900024,125
2019-06-26,1407.199951,1413.300049,1405.800049,1411.599976,1411.599976,105
2019-06-27,1407.000000,1410.800049,1399.800049,1408.400024,1408.400024,1333
2019-06-28,1408.300049,1422.000000,1408.300049,1409.699951,1409.699951,437
2019-06-30,1401.800049,1401.900024,1387.000000,1395.500000,1395.500000,2270055
2019-07-01,1386.599976,1395.800049,1382.800049,1385.599976,1385.599976,356
2019-07-02,1391.099976,1418.400024,1390.800049,1404.599976,1404.599976,214
2019-07-03,null,null,null,null,null,null
2019-07-05,1418.300049,1418.300049,1390.199951,1396.699951,1396.699951,46
2019-07-07,1401.000000,1404.000000,1395.000000,1398.900024,1398.900024,760703
2019-07-08,1395.900024,1397.000000,1393.599976,1397.000000,1397.000000,20
2019-07-09,1394.500000,1397.500000,1386.199951,1397.500000,1397.500000,14
2019-07-10,1409.900024,1410.099976,1409.900024,1410.099976,1410.099976,53
2019-07-11,1424.000000,1424.000000,1404.300049,1404.300049,1404.300049,50
2019-07-12,1405.599976,1410.099976,1405.599976,1409.900024,1409.900024,6
2019-07-14,1417.699951,1421.599976,1414.599976,1418.099976,1418.099976,726463
2019-07-15,1414.400024,1415.000000,1411.400024,1411.400024,1411.400024,8
2019-07-16,1413.599976,1413.699951,1405.000000,1409.199951,1409.199951,25
2019-07-17,1404.599976,1421.300049,1404.599976,1421.300049,1421.300049,13
2019-07-18,1422.300049,1444.199951,1419.500000,1426.099976,1426.099976,6
2019-07-19,1440.500000,1442.000000,1425.099976,1425.099976,1425.099976,66
2019-07-21,1428.500000,1429.400024,1424.400024,1426.500000,1426.500000,463885
2019-07-22,1425.300049,1425.300049,1424.000000,1425.300049,1425.300049,22
2019-07-23,1418.599976,1421.300049,1416.300049,1420.099976,1420.099976,1
2019-07-24,1422.800049,1422.800049,1422.800049,1422.800049,1422.800049,5
2019-07-25,1413.900024,1413.900024,1413.900024,1413.900024,1413.900024,20
2019-07-26,1422.800049,1423.000000,1418.500000,1418.500000,1418.500000,4
2019-07-28,1419.000000,1420.699951,1418.099976,1420.300049,1420.300049,205671
2019-07-29,1419.599976,1419.599976,1419.599976,1419.599976,1419.599976,5
2019-07-30,1426.300049,1433.900024,1422.099976,1429.699951,1429.699951,224267
2019-07-31,1431.300049,1435.800049,1411.199951,1426.099976,1426.099976,73874
